,User,User_statuses_count,user_followers,fav_count,User_location,Tweets
1046,Limitless Form Group,754,152,0,England,RT @CNBC: Analyst call of the day for @CNBCPro subscribers: Bank of America reiterates Hershey as buy and says it sees “areas of opportunit…
1047,I Observe,116977,1336,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1048,itsjustcavan.eth,4353,536,5,"New York, NY",@takeshi7 @BlyZeraz @WesNFT @Mishaniz @jasoncitron @packyM @mariogabriele @discord Goldman Sachs and Bank of Americ… https://t.co/oMCIkMXX0b
1049,Sam D ⭐⭐,8254,86,0,Spain,RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…
1050,Hugo Drax,194951,1015,0,The Drax Residence California ,"RT @365daysmotoring: 75 years ago today (12 Nov 1946) the Exchange National Bank of Chicago, Illinois, instituted the first drive-in bankin…"
1051,Bryan Stranahan,273,12,0,"Los Angeles, CA","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1052,Lisa Marie Chirico,16062,1909,0,the edge of tomorrow,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1053,365 Days of Motoring,18278,7113,8,UK,"75 years ago today (12 Nov 1946) the Exchange National Bank of Chicago, Illinois, instituted the first drive-in ban… https://t.co/i78tWAxRvO"
1054,𝐓𝐡𝐞 𝐍𝐨𝐭𝐨𝐫𝐢𝐨𝐮𝐬 𝐁𝐚𝐧𝐤𝐞𝐫 James Baca,62090,3166,2,"Las Cruces, NM","I predicted that Bank of America would close the Gallup, NM Branch last year!!!!!

I just know this evil company so… https://t.co/tSSHH2MS0A"
1055,Ruchi J.,15572,186,0,भारत,@Tejas04718726 @challengerroyel @idjnyx @vinod_sharma @TimesNow Japaese helped netaji in creating Azad hind fauz. T… https://t.co/hpiogfBGPA
1056,Mike The Racing Guy,120382,830,0,"Bethel Park, PA","RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng"
1057,Live Tweets from alt-Malaya,2645,23,0,Malaya,[12/11/61] The Bank of America has confirmed that eight employees were sacked for refusing to follow their assigned… https://t.co/ljIzFaHrcM
1058,Tiziana,232811,4754,0,Piacenza,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1059,がっつ@強いぞ！日本！,356998,1087,0,,"RT @business: Bank of America's Vice Chair Anne Finucane was toasted by a ballroom full of dealmakers and artists, including Bono and Ken B…"
1060,HOLLY LATOUR,364,11,0,,"RT @AdoptSeniorDogs: I’m almost delighted that in America, you can get away with ANYTHING if you are white and call it “self defense” 

…if…"
1061,🤙🏼CLTDude ⛏,75991,589,0,"Denver, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
1062,Jim Tatro,27491,654,0,"Greenfield, MA","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1063,Gabriel Spencer,3,0,0,,@BankofAmerica  blocked my edd card with my funds I’m disabled and they want me to come to Bank of America with two… https://t.co/e7YOfwdmap
1064,Nataliya Patterson,10886,781,0,,"RT @SanNL11: LATAN AMERICAN DOLLAR ACROSS 12 COUNTRIES..

Early 2022 launch✅

""The Inter-American Development Bank is the largest multilate…"
1065,Emmanuel Hasle,30051,401,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1066,Stanley Hudson - the Semen Retainer,4636,98,0,The Office,"RT @SanNL11: LATAN AMERICAN DOLLAR ACROSS 12 COUNTRIES..

Early 2022 launch✅

""The Inter-American Development Bank is the largest multilate…"
1067,ATMAE,2723,189,0,"Blairsville, PA","Technical Product Manager - Core Technology Infrastructure - Bank of America - Jersey City, NJ https://t.co/EGzPx32Icr"
1068,ATMAE,2723,189,0,"Blairsville, PA","Technology Delivery Lead - Bank of America - Jersey City, NJ https://t.co/mmaJgrR6Dc"
1069,ATMAE,2723,189,0,"Blairsville, PA","Technical Project Solutions Consultant - Core Technology Infrastructure - Bank of America - Richardson, TX https://t.co/VEuISUsw2u"
1070,JMRE Marketing,79211,16463,0,,Bank Of America Changes Selling A Short Sale In #Tallahassee https://t.co/rQFkafwMAE
1071,Bank of America Stadium WeatherSTEM,3738,217,0,"Charlotte, North Carolina",Weather summary for November 11 at Bank of America Stadium https://t.co/CjqZhfUrRj
1072,Hitesh Sota Thakkar,80060,310,0,"Mumbai, India",RT @nsitharamanoffc: Smt @nsitharaman virtually delivers the keynote address at Bank of America's flagship conference on the theme 'India:…
1073,PremiereEcommerce,25412,599,0,"Florida, USA",XRP Massive news coming! Exchanges forced to buy back! Bank of America! ... https://t.co/bG7W0wD85h via @YouTube
1074,Helge Larsen,4059,7300,0,,RT @EgidiusLambrech: Bank of America/Merrill raising #Genmab price target to dkk 3350 from dkk 3128  $GMAB
1075,idk,164025,2074,0,,"RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
1076,BigJayy 😎,126088,2300,0,2️⃣5️⃣2️⃣,"RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
1077,UCLA Ziman Center,14658,1653,0,"Los Angeles, CA",RT @UrbanizeLA: Proposed high-rise would sit at the corner of 4th and Hope Streets https://t.co/1Lkbqxpt4e
1078,aimee 💙,11310,129,0,29 • she/they • lesbian,RT @NASCAR_924: Chase Elliott 2021 Bank Of America Roval 400 Raced Version https://t.co/8GSD2v7BHg
1079,Michael,27599,147,0,london,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1080,Aïda 🍷,6060,824,0,"Orlando, FL",I put a stop for Bank of America n WAS NOT BOA. Nor a gas station so i freaked out.
1081,Big Dap,76,40,0,,I used to hate Bank of America but my direct deposit hits so early. I have to wait longer for it to get to my Easte… https://t.co/fekbi2q2di
1082,🌟Jennifer Webster🌟,2553,401,0,"Atlanta, GA","Diversity in tech is so important, but it can’t be achieved without commitments from big businesses. Great to see… https://t.co/IPrp1hI20K"
1083,Nancy Kane,2591,21,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1084,Hydrogen Cyanide is my comfort food,669,6,0,,"has anyone tried to make a bank on one of the outlying islands on the east coast of america called ""offshore accounting"" yet"
1085,Anitiz Muonagolu🦁,1557,195,4,,@AbekKakish Bank of america?
1086,Bank of America Stadium WeatherSTEM,3738,217,0,"Charlotte, North Carolina",The winds are howling at Bank of America Stadium! A wind gust of 43 miles per hour was just observed.
1087,Garritt Harris,9,11,0,"Raleigh, NC",RT @rod_bridgers: How crazy is Bank Of America Stadium going to be when Cam his first rushing TD &amp; he hit the Superman joint ? 🔥🔥
1088,Stevie B,73291,1753,0,"Michigan, USA","RT @NIONenad: $NIO since Q3 ER: 

- Bank of America reiterates BUY rating, increases PT to $65

- Mizuho Securities reiterates BUY rating,…"
1089,AB,7823,62,0,Dark Side of the Moon,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
1090,mark.gagne1963@hotmail.com,229,4,0,"Kitchener, Ontario",@trend_bullish For sure. The bigger question is if WTI stays over $80 wi $GXE.TO pay off their debt in Q1? Signific… https://t.co/7MVxvsYH19
1091,Lou,836,26,0,"St. Louis, Missouri",@Jayecane $louleee   Still waiting on Bank of America to send my new card in the mail after someone using my card f… https://t.co/Xa6EeJN24l
1092,Live Work,5875,191,0,"Los Angeles, CA",Brookfield wants to add a 34-story residential tower to DTLA's Bank of America Plaza | Urbanize LA… https://t.co/Y14YCA52tW
1093,oh no.. our table.. its broken,32937,1264,0,90062,@allgasnocreaks lmfaoooo wtf they took down bank of america?
1094,Cchimez,897,450,0,,"SO I AM SURE CENTRAL BANK OR THE BANK OF AMERICA SHOULD KNOW WHO REALLY IS THE “ GOVERNMENT “. 

Cus I have been lo… https://t.co/jBiEtLER0r"
1095,Brian Rhoads,30840,5733,0,Hong Kong,"RT @S_Rabinovitch: Finally, some clarity in the US inflation debate.

Bank of America has a ""transitory inflation meter"" and a ""persistent…"
1096,இராமமூர்த்தி ರಾಮಮೂರ್ತಿ राममूर्ति Ramamurthy,83981,641,0,Chennai,RT @nsitharamanoffc: Smt @nsitharaman virtually delivers the keynote address at Bank of America's flagship conference on the theme 'India:…
1097,Ronin,31738,518,0,"Thainston, Scotland",RT @QuantXRP_Empath: XRP Massive news coming! Exchanges forced to buy back! Bank of America! ... https://t.co/mMSaq1ieam via @YouTube
1098,Akira Ai Ena Hikaru,2174,7,0,,"@BankofAmerica I'm a good worker, warm worker, aiming to complete learning an accounting specialized course, to ref… https://t.co/rNhWKlJ7Jo"
1099,PERUMAL PILLAI 🇮🇳,1415033,43066,0, tamilnadu,RT @nsitharamanoffc: Smt @nsitharaman virtually delivers the keynote address at Bank of America's flagship conference on the theme 'India:…
1100,Bucketlist Slots,129,3,0,,RT @iAmChrisNeal: Panthers Twitter really got Cam back to Bank Of America Stadium
1101,Nans :),4172,106,0,Oregon,"RT @diannemando: @Acyn Speaking of supply, where’s one investment Republicans made in America?

Show me a sidewalk. Show me 1 investment in…"
1102,Richard,112163,464,0,"charlotte, North carolina",RT @iAmChrisNeal: Panthers Twitter really got Cam back to Bank Of America Stadium
1103,Austin,54783,1305,0,Charlotte NC,RT @iAmChrisNeal: Panthers Twitter really got Cam back to Bank Of America Stadium
1104,Billie Frazier,2526,52,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1105,Matt Westmoreland,5556,5706,0,"Atlanta, GA","RT @wendyhstewart: Congrats to Al McRae for being named Atlanta President @BankofAmerica. As for me, I’m staying in #ATL too. Excited for m…"
1106,BooBoo Shoester,19955,534,0,"Charlotte, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
1107,Wendy Stewart,424,743,37,"Atlanta, GA","Congrats to Al McRae for being named Atlanta President @BankofAmerica. As for me, I’m staying in #ATL too. Excited… https://t.co/gzGfHa7EUe"
1108,TheButz🇺🇸,200,4,0,,"RT @WBTV_News: 'CHRISTMAS CAME EARLY!' With the return of Cam Newton to the Carolina Panthers, fans quickly made their way to Bank of Ameri…"
1109,TheButz🇺🇸,200,4,0,,"RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
1110,ASSASSYNX,1585,31,0,Absolutely an Xbox fanboy. ,Completely fuck me! I spend hundreds of dollars each month. Never have a problem online or off. Now all the sudden… https://t.co/etmfoL9Fek
1111,peephole 🚪,80221,730,0,"Georgia, USA",RT @WCCBCharlotte: Dozens of fans rushed to Bank of America Stadium after hearing the announcement hoping to get a peek at QB1. https://t.c…
1112,WCCB Charlotte's CW,207521,83184,2,"Charlotte, NC",Dozens of fans rushed to Bank of America Stadium after hearing the announcement hoping to get a peek at QB1. https://t.co/vp84tawghN
1113,Nikia Grey ⚓️,4120,286,0,"Thomasville, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
1114,nata,8117,336,0,LA,RT @eImaIqueer: @BankofAmerica One finger in my pussy as soon as I saw newt in this ad. Very effective if you ask me thank you Bank of Amer…
1115,❅ Mara,2549,4786,2,They/Them | Indigenous | 20,"@KINOKOPUNZO I LOVED: (these are the actual titles of them on netflix, * and : are part of title.

Amanda Knox

Abd… https://t.co/ERJPX2AVdX"
1116,G.Netta,3398,195,0,"Texas, USA","RT @XRPcryptowolf: #Ripple Partner Bank Of America Executive Sees #Crypto As A New Asset Class
https://t.co/z521cz9EFz"
1117,Tunee4u,6840,1754,7,OR,XRP Massive news coming! Exchanges forced to buy back! Bank of America! ... https://t.co/mMSaq1ieam via @YouTube
1118,Julie Hung,848,115,0,Taiwan,"Sales of pregnancy tests are on the rise. That's good news for retailers like Walmart and Target, Bank of America s… https://t.co/M1YzQGZzdA"
1119,Mountain Poet,361897,4266,0,"Base of Pikes Peak, Colorado","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1120,Injeong Kim,3673,49,0,,Bank Of America Names Top 11 Stock Picks For 2021 https://t.co/HkA1DxqzEg via @IBDinvestors
1121,Misunderstood,50527,891,0,"New Orleans, LA",Not somebody trying to open a Bank of America travel rewards credit card in my name? How you gone try to travel on… https://t.co/iWcWiJ9ZZo
1122,Deirdre Jones,156695,1861,0,"Cardington, Ohio, USA  (Rural)","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1123,Caridwyn,45633,1033,0,Big Blue Marble,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1124,Brandon Gann,19500,723,0,"Newport, TN",RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…
1125,mariana,15497,272,0,,RT @jooniesbobbies: @BankofAmerica Not my husband in a Bank of America commercial https://t.co/HVzdGphWPJ
1126,@quangos69,4151,189,0,deepspace9,"RT @SanNL11: LATAN AMERICAN DOLLAR ACROSS 12 COUNTRIES..

Early 2022 launch✅

""The Inter-American Development Bank is the largest multilate…"
1127,Mar,15056,134,0,"Rivières-des-Prairies-Pointe-aux-Trembles-Montréal, Montréal-Est","RT @OilandEnergy: Bank of America is calling $120 oil as early as the first quarter of 2022, citing a potential demand surge as power provi…"
1128,CA Tech Council,148281,1184,0,,"JOB ALERT Wealth Management Client Associate - Bank of America - Napa, CA https://t.co/n0lTAQ4sQW"
1129,CA Tech Council,148281,1184,1,,"JOB ALERT Small Business Consultant- Seacliff Village Financial Center- Huntington Beach, CA - Bank of America - Hu… https://t.co/D1Ez9pLTxE"
1130,CA Tech Council,148281,1184,0,,"JOB ALERT Small Business Consultant- Lakewood Financial Center- Lakewood, CA - Bank of America - Lakewood, CA https://t.co/gLLyFYg81S"
1131,CA Tech Council,148281,1184,0,,"JOB ALERT Small Business Consultant- Ladera Ranch Financial Center- Ladera Ranch, CA - Bank of America - Ladera Ran… https://t.co/70EMm8cdkv"
1132,Krispy,48704,999,0,"Arizona, USA","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
1133,Thomas York III,13117,170,0,"Tennessee, USA","RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
